packet_size,protocol_type,burst_rate,flow_duration,source_port,dest_port,byte_count,retransmission_rate,jitter,latency,priority_class
118,1,2785,16.04,31273,5004,423355,1.12,1.74,18.79,0
1268,3,743,29.62,32606,587,2310832,4.47,25.84,58.18,2
1079,3,28,273.98,53878,8443,33858086,11.5,41.95,101.25,3
1043,3,234,295.36,58169,21,12613879,4.91,28.51,497.27,3
550,0,1353,116.4,62383,3389,6118455,4.49,15.58,64.17,1
1250,3,263,118.05,4814,22,13687282,14.4,81.05,153.33,3
998,1,303,40.56,24192,8080,1027028,1.4,27.68,28.48,1
874,0,198,85.14,37146,21,6860795,5.29,56.75,205.04,3
425,3,151,54.04,63637,587,2077030,5.67,26.84,118.37,2
713,3,598,140.77,24939,25,2236482,3.19,36.72,126.84,2
842,3,857,104.56,57224,8080,6461182,3.33,26.96,51.09,1
834,3,154,73.67,5594,21,25373830,10.45,99.8,378.28,3
351,3,87,6.37,20403,25,4371766,5.02,13.84,86.05,2
854,3,791,28.74,38309,80,1521849,1.68,20.84,87.34,2
963,3,43,267.1,15052,69,17862290,14.91,66.71,315.65,3
296,1,3770,4.31,16409,5060,309617,0.63,2.83,29.47,0
1129,0,428,30.19,3763,3389,6100711,3.03,5.01,18.0,1
808,0,1297,32.58,31186,80,5250606,4.04,18.57,76.98,1
997,3,44,127.61,12351,22,21108692,8.83,84.6,380.01,3
1009,0,104,40.23,45829,21,17554483,2.9,80.99,428.51,3
925,3,252,8.57,22603,443,3476080,2.45,28.63,198.47,2
818,5,670,5.17,23870,53,3387518,4.37,24.73,56.87,2
902,3,111,140.39,1637,22,26799475,6.42,66.61,188.58,3
356,1,1189,38.19,58105,5900,8542791,0.79,14.15,75.3,1
865,1,950,101.9,12728,80,9047157,4.4,13.8,41.31,1
1168,0,1274,46.53,10500,5900,5073444,4.73,28.89,71.69,1
1015,4,1159,102.43,34724,5900,3204490,1.92,24.81,19.13,1
1142,3,50,209.66,34178,8443,11552549,10.15,60.43,233.69,3
1193,0,955,13.91,45584,5900,1285735,1.69,26.85,18.0,1
517,4,944,113.38,4750,80,9241220,1.14,10.58,29.04,1
151,0,2343,12.34,32443,5061,253862,1.17,8.18,29.66,0
556,3,508,146.92,36778,25,2268612,8.0,42.03,66.47,2
1343,3,52,122.66,10468,443,4728672,7.9,12.86,177.43,2
1145,3,779,35.64,9906,5900,1682904,0.67,28.93,13.24,1
657,4,87,147.2,15700,443,753154,1.23,41.66,71.64,2
928,0,648,162.31,61763,587,4465486,5.89,15.15,196.15,2
1309,5,652,80.18,42969,587,3030807,2.52,10.59,106.07,2
375,3,192,62.47,28706,80,681765,4.49,41.03,154.78,2
830,3,198,225.9,9285,69,26413602,9.56,82.55,217.17,3
85,1,2853,29.71,17070,5060,153267,1.5,1.39,22.99,0
147,1,2596,0.33,25789,5004,431634,1.69,2.92,14.42,0
1323,0,219,255.24,58040,8443,27363036,3.29,44.8,443.49,3
855,0,103,55.65,27014,8443,19562703,2.65,68.97,130.37,3
269,1,3950,29.99,20195,4000,127479,1.51,3.99,18.13,0
808,0,290,52.02,35394,53,267071,1.17,16.07,178.95,2
1273,3,90,138.22,18782,443,34677404,3.68,20.91,116.84,3
862,3,109,296.58,35352,8443,23732513,10.59,26.83,418.66,3
1469,3,286,208.48,21316,443,21719720,12.0,21.68,268.53,3
1062,3,342,153.5,41473,25,2911975,4.43,36.93,110.97,2
289,3,321,73.16,52135,110,330106,3.12,41.09,158.3,2
678,5,233,43.37,9825,80,3412506,3.87,40.34,154.78,2
422,4,88,43.85,19561,587,221312,5.76,45.82,95.89,2
477,0,293,19.54,14589,80,4617749,2.55,34.69,97.35,2
76,1,3479,0.26,19033,5061,142877,1.67,0.21,22.74,0
1187,0,92,163.55,49447,69,27321379,5.21,73.43,479.26,3
811,3,90,100.97,12051,8443,37440263,3.09,62.06,241.1,3
1169,3,340,61.88,58659,80,9787121,2.65,25.37,41.56,1
446,3,90,38.64,15216,53,2163499,7.4,26.69,166.34,2
1231,3,238,238.37,36145,8443,34435414,3.23,69.28,241.44,3
824,0,174,211.6,15914,443,42632041,7.75,82.91,348.6,3
1233,3,641,14.9,30340,25,4385061,5.02,45.77,106.6,2
807,0,237,30.26,56067,22,25217365,8.38,83.37,224.38,3
388,0,1582,18.05,39171,8080,8366202,2.77,14.43,31.52,1
566,3,753,87.95,14841,3389,4620072,3.34,6.97,22.28,1
540,1,243,79.89,50313,3389,7575953,1.12,25.32,57.5,1
101,1,4681,10.16,32118,5061,173409,0.1,6.27,2.83,0
494,4,345,21.61,28377,80,3007011,2.57,47.74,60.42,2
683,0,1085,76.76,22467,3389,268280,1.18,9.49,56.89,1
1146,3,815,6.14,12800,3389,1096442,2.04,9.01,63.66,1
953,0,272,250.82,31318,21,18154707,7.35,36.42,485.69,3
1389,3,95,73.26,2569,21,7698995,8.91,80.21,406.97,3
1456,0,100,146.44,16850,22,29842474,5.82,28.95,427.36,3
944,4,180,132.59,2447,443,4080291,7.72,32.78,102.19,2
621,1,531,21.22,46760,3389,8662826,1.25,23.82,26.52,1
952,3,284,51.82,31249,3389,206371,3.52,27.87,34.37,1
1424,3,90,92.79,62226,22,36957852,6.84,65.88,70.5,3
856,0,50,201.35,60651,69,19724063,2.24,60.08,397.18,3
549,3,252,113.83,9322,25,1813757,3.4,22.32,88.02,2
1474,0,164,101.41,57943,22,6539687,14.83,95.25,306.69,3
1188,3,163,297.81,39062,22,19740422,11.8,99.35,479.89,3
966,4,1660,87.25,46496,80,8973556,2.13,17.66,35.27,1
1132,4,110,126.79,55211,443,1609344,6.13,36.22,175.27,2
566,0,544,50.03,18291,53,616803,7.84,36.81,138.79,2
803,3,155,160.81,30636,22,4992604,7.73,91.65,448.64,3
578,1,1302,65.36,58893,5900,2932015,1.8,14.24,49.51,1
1376,0,35,238.82,37946,22,42092215,10.05,29.58,357.84,3
913,3,1505,82.12,20695,80,5444045,2.9,20.23,23.04,1
922,3,93,124.42,32083,443,27021060,14.91,97.53,335.25,3
769,1,1300,44.99,10172,8080,6249644,2.6,22.54,60.3,1
121,1,2101,2.22,29777,4000,485353,0.11,7.5,25.67,0
1068,0,17,61.6,58503,8443,10044321,9.64,35.11,225.4,3
1399,3,406,101.27,27505,110,3115986,4.49,45.43,52.52,2
1043,4,146,95.53,7574,53,4618877,2.36,19.02,31.28,2
214,1,3945,20.96,25475,5004,388971,0.69,8.98,14.74,0
1420,0,109,165.1,58994,443,28146572,7.63,90.29,256.12,3
956,0,596,168.2,4128,110,627271,4.33,12.02,198.74,2
1387,3,323,38.56,59864,443,3157875,2.98,21.9,148.61,2
142,1,2916,13.14,29217,5061,122327,0.6,5.82,15.45,0
268,1,2203,15.7,25016,5061,225090,0.18,4.51,29.99,0
1336,3,73,39.94,31539,8443,25181663,4.37,36.37,284.59,3
1088,1,1629,5.88,51716,5900,6478298,3.67,29.52,12.76,1
601,4,439,33.94,5072,25,3845143,4.29,23.65,125.51,2
1217,5,390,59.73,53675,110,2631823,7.63,12.88,126.32,2
290,0,53,69.63,4314,587,2687722,3.44,37.96,42.57,2
80,1,3534,23.34,26473,5004,133871,0.16,6.6,1.54,0
1221,3,150,47.87,14219,443,13637854,11.22,64.47,128.52,3
874,3,129,183.07,27321,69,6944986,6.47,79.77,79.69,3
1141,3,111,64.1,30313,8443,4525600,3.53,69.26,136.58,3
819,5,241,85.58,43686,587,1141697,3.98,30.15,120.55,2
113,1,2635,8.53,26637,5060,363408,0.08,1.32,6.89,0
241,5,574,44.51,57994,587,2881285,7.83,18.8,169.27,2
1075,0,93,135.23,34110,8443,49984531,7.15,26.93,146.44,3
175,1,4758,13.3,23029,4000,55555,1.79,9.83,12.57,0
396,4,721,45.55,51352,443,7119048,1.02,6.32,35.57,1
291,1,2759,7.8,23331,5060,239441,0.87,6.62,13.69,0
210,1,1174,9.81,21997,4000,399591,0.65,0.89,17.92,0
1043,3,1923,8.71,43112,443,4963182,4.93,19.83,30.4,1
226,1,2135,20.47,22649,5004,142355,1.63,6.16,11.83,0
970,3,1384,28.07,8223,80,7914658,1.89,18.6,53.48,1
530,4,398,20.67,62662,53,4815138,7.97,25.07,72.7,2
895,3,178,184.12,56593,443,49527454,9.68,26.74,424.62,3
1284,4,576,137.56,18752,587,2161961,1.38,20.13,29.19,2
468,0,794,53.22,64908,3389,7145433,3.46,13.87,74.82,1
359,0,205,167.26,45465,110,3849083,3.37,18.34,58.24,2
471,0,1122,87.21,6728,443,3864862,4.28,28.56,49.94,1
392,0,554,135.85,64614,25,2545105,5.99,45.7,37.11,2
1395,4,340,125.9,14754,443,3705199,6.19,11.37,99.67,2
1158,3,114,70.05,65099,22,17625029,5.02,94.82,415.71,3
93,1,511,21.45,31773,5060,159757,1.5,7.61,28.64,0
1101,0,875,54.53,34207,80,5768217,2.4,12.01,72.65,1
275,1,3159,6.72,21040,5060,470054,0.28,7.78,24.13,0
1348,3,416,119.26,3949,25,9819,7.54,25.55,192.9,2
1324,0,221,92.43,48045,21,33201149,3.05,90.92,378.38,3
585,4,703,166.97,30285,25,4067729,4.83,22.24,190.4,2
1045,3,69,217.38,43451,8443,32830269,5.87,89.71,232.85,3
674,3,175,62.85,16863,25,1755666,4.97,30.4,155.02,2
669,4,863,42.88,15238,5900,5079076,3.97,25.89,66.32,1
359,5,150,166.61,58922,53,1968325,6.02,31.01,197.22,2
180,1,2107,28.47,19681,5061,135962,1.01,6.51,15.58,0
1116,0,393,108.49,45111,110,2301343,3.02,31.79,89.63,2
426,4,240,140.42,40637,587,2114907,4.67,49.34,198.38,2
1278,3,646,16.69,53389,80,3826936,5.92,21.25,121.82,2
584,0,113,8.6,17387,80,3247444,2.2,44.83,196.8,2
1070,3,505,97.61,62884,3389,8317439,4.47,19.01,36.57,1
997,4,716,154.18,42576,80,4313811,7.49,44.66,28.16,2
1022,3,217,287.81,19457,69,28804558,3.36,40.07,247.46,3
424,3,727,74.25,42385,110,1458055,5.41,29.96,113.48,2
1199,4,143,162.9,45125,110,2588934,4.59,49.33,98.77,2
812,3,243,101.36,40742,443,40367058,9.03,54.54,137.93,3
659,3,1999,48.49,33252,3389,1422922,2.83,18.06,52.02,1
1395,0,32,210.23,57551,21,38454767,9.72,55.73,157.06,3
737,0,1517,43.64,38812,80,3100288,4.91,8.49,59.66,1
1278,3,726,51.58,33708,80,3659982,4.59,26.81,138.29,2
140,0,1851,12.89,23574,5004,321157,1.34,0.69,20.07,0
1231,3,199,197.61,32670,21,34471110,5.59,75.02,159.24,3
1145,3,365,31.83,21474,25,4641822,5.62,25.0,71.2,2
945,1,787,35.67,29011,3389,8252629,2.57,15.84,44.72,1
899,4,736,179.22,6035,25,3944154,2.71,35.41,87.42,2
1185,3,167,243.84,39498,8443,15598539,11.76,70.48,375.74,3
899,0,91,106.45,52040,22,27241665,12.33,98.79,65.49,3
873,0,284,42.09,45347,21,8958405,7.13,56.69,440.65,3
713,0,349,100.11,11902,443,4955090,1.13,48.82,102.14,2
1239,0,134,266.75,33921,443,45506398,9.43,52.88,264.44,3
1375,4,325,70.5,28259,25,4127358,1.8,46.52,69.26,2
150,1,4023,23.89,26962,4000,240157,1.52,5.42,25.38,0
897,3,56,24.04,2002,110,2999487,1.84,20.87,32.69,2
255,0,110,106.09,17997,587,3727482,6.65,39.27,130.81,2
196,1,1413,2.52,27963,5004,135092,1.79,9.92,2.78,0
1046,3,202,206.72,64942,22,18786951,2.72,70.61,160.48,3
1169,4,464,1.84,37176,80,4158497,6.25,39.77,83.65,2
1224,3,215,143.7,41648,53,3295204,1.68,42.22,162.9,2
1149,4,188,98.45,58697,53,4469230,4.74,12.1,148.09,2
1255,0,103,131.52,58041,587,1574510,4.52,22.08,111.12,2
80,1,750,14.28,23758,5060,37468,0.44,7.17,26.57,0
810,3,87,276.25,11372,21,33131108,12.38,73.33,285.04,3
845,0,42,48.7,44819,443,1104444,14.86,53.5,241.7,3
941,0,112,200.11,34241,22,24851680,6.83,86.12,491.3,3
1208,0,169,214.77,58831,22,48813776,7.12,71.26,248.43,3
411,4,283,96.85,32418,53,3029389,7.64,38.15,160.33,2
279,5,660,130.58,55776,80,1847770,2.31,37.96,175.48,2
98,1,3190,22.85,23769,4000,401126,0.51,0.5,21.61,0
690,3,267,155.59,27440,80,3189595,7.76,43.11,61.85,2
92,1,515,4.33,32389,5060,385838,1.85,5.54,17.91,0
675,4,533,108.69,47723,8080,9560593,3.14,21.56,61.9,1
319,4,104,92.98,51693,587,3664219,8.0,28.26,188.56,2
536,5,656,35.1,2523,110,897254,2.03,12.69,44.65,2
799,0,1861,85.49,5474,80,116583,0.66,29.48,14.1,1
1173,0,754,29.91,37840,443,1244645,3.96,29.88,154.07,2
1231,3,148,60.93,48954,587,1230601,2.92,33.42,73.66,2
1194,0,101,157.08,4723,69,15429243,12.83,54.48,187.73,3
134,1,920,25.65,26851,4000,242452,1.01,8.06,21.66,0
1070,3,293,283.02,15147,21,47814549,6.29,72.74,418.39,3
1038,0,667,42.56,16404,3389,407957,4.62,28.01,15.44,1
1001,0,193,50.46,4868,8443,31267834,10.46,43.75,122.92,3
849,0,152,98.07,50953,21,20147351,14.62,46.65,283.44,3
619,3,524,50.49,24829,110,3512581,1.83,35.69,79.66,2
1011,4,1735,71.23,19445,443,9841250,1.17,17.55,61.01,1
1047,3,587,85.55,20732,8080,9266877,4.42,10.47,41.91,1
268,1,3629,7.19,22234,5060,368894,0.58,2.15,7.91,0
1032,3,71,159.92,41735,443,29159040,12.6,70.46,191.01,3
163,1,2602,8.97,18855,4000,288871,0.87,2.0,27.23,0
747,1,251,30.47,55050,3389,9158997,2.8,12.31,34.88,1
1367,0,139,289.84,11874,443,35160285,11.69,43.14,276.73,3
126,0,4551,1.48,19574,5060,339974,1.47,1.13,23.89,0
257,1,3907,7.86,25430,5060,458201,0.21,7.23,20.93,0
909,3,187,177.52,28244,22,45629107,7.39,74.75,371.44,3
878,1,661,117.02,6470,443,314302,3.36,9.76,50.46,1
438,4,101,115.31,2080,110,2933650,1.65,41.18,25.76,2
1010,0,1384,112.87,4683,8080,993320,2.97,17.03,13.21,1
619,3,671,7.67,13336,5900,6064415,1.53,26.61,15.93,1
1332,3,244,250.93,24726,69,39030976,14.67,49.29,410.84,3
78,1,1107,8.3,25801,5004,69207,1.77,5.64,25.03,0
539,3,419,91.28,34007,80,2385082,1.78,26.52,39.52,1
1181,0,518,24.01,5204,80,1833994,4.52,16.37,13.07,1
1086,3,100,69.3,5563,22,41858939,2.11,78.47,107.63,3
764,5,170,72.42,64216,587,1104398,4.96,32.34,22.91,2
1013,3,195,57.78,10558,22,1615304,3.8,34.57,359.82,3
776,0,196,154.39,59571,110,4597936,6.8,14.99,111.35,2
1212,3,195,158.66,37678,69,11754679,6.77,43.17,178.23,3
1217,3,79,252.15,62332,22,1566080,6.23,53.8,215.34,3
143,1,3433,12.09,17222,4000,457104,1.68,0.27,2.42,0
237,0,701,59.41,23020,80,2075979,1.15,36.04,63.76,2
993,3,39,115.79,62932,69,46968117,12.86,94.82,185.95,3
375,3,1768,118.25,50917,8080,825800,4.83,29.59,18.62,1
1033,3,105,295.22,42108,21,25800177,3.7,89.6,473.82,3
1181,3,86,144.67,53034,21,25521297,13.98,66.81,276.79,3
1409,3,81,114.48,19255,21,4995485,2.03,45.09,466.33,3
1023,4,117,134.83,9263,80,3949087,4.49,26.46,84.68,2
646,0,725,141.66,52462,110,3577516,2.84,19.8,57.97,2
279,1,3090,14.88,19362,5004,10422,0.79,3.23,12.6,0
1300,0,71,219.21,23230,69,22096716,4.22,70.12,400.91,3
1447,0,185,186.48,14479,21,24578259,7.52,40.68,404.47,3
1297,3,170,207.31,50485,8443,14502106,6.99,57.37,318.91,3
758,3,354,65.16,7710,25,1192050,4.68,20.28,137.51,2
404,0,117,74.7,25407,25,4310898,2.19,17.14,108.67,2
966,4,299,162.99,27860,25,3278491,1.55,15.21,35.18,2
276,1,4397,24.15,26199,4000,317405,0.91,7.69,20.13,0
1472,0,220,117.72,23733,69,23736085,13.62,50.62,67.86,3
879,3,11,67.2,30634,8443,19492399,7.79,45.7,451.18,3
941,0,701,102.37,43036,80,3292080,2.41,12.89,45.27,2
809,0,277,72.93,50354,69,10960800,4.99,64.1,405.65,3
287,4,377,20.37,31846,110,2520618,2.9,34.72,162.37,2
471,5,245,95.11,17738,110,409075,1.2,46.6,171.54,2
215,1,1745,22.99,24853,5060,276000,0.65,9.46,9.2,0
584,1,1946,62.53,31373,5900,2224420,1.75,14.94,57.62,1
827,3,572,104.27,43376,80,1055236,5.14,42.84,90.98,2
734,0,62,82.94,32001,587,4858445,6.82,14.59,42.34,2
599,3,612,33.58,41594,25,767075,4.93,45.06,98.13,2
821,0,84,208.48,62335,8443,32800477,5.49,65.63,221.7,3
538,3,1955,91.41,61857,3389,3863209,1.4,12.17,63.27,1
1253,3,116,132.88,39449,110,2752208,4.36,14.44,65.85,2
1397,3,286,99.76,36965,587,1540561,2.52,31.1,77.36,2
946,0,540,56.19,28161,110,800988,2.42,10.47,163.13,2
1009,3,21,88.98,18682,22,19168346,14.16,49.93,478.07,3
976,5,239,113.89,6616,443,50872,3.38,37.33,128.3,2
989,3,281,227.77,12933,69,46229776,14.36,43.4,114.97,3
1241,0,81,58.28,51459,69,27814816,10.91,90.86,90.52,3
95,1,3309,27.32,21875,5004,472869,0.06,3.35,27.34,0
1143,4,642,38.68,27789,443,2394582,4.83,17.46,53.11,1
345,4,1392,39.23,56008,3389,4951547,4.99,25.11,61.09,1
364,3,707,142.49,33895,443,239067,4.95,22.69,148.24,2
249,1,3587,11.0,23425,5004,125494,1.79,1.71,29.87,0
1202,5,213,97.76,8414,110,2398788,1.49,22.59,136.32,2
604,4,210,20.48,6901,443,2960094,1.6,19.18,80.93,2
1379,3,163,15.14,28135,53,998502,6.89,29.46,194.99,2
197,1,2847,8.53,16395,5004,353044,1.82,7.24,20.64,0
1115,4,545,18.17,33478,110,368645,2.59,32.6,128.59,2
78,1,2573,5.03,16789,5004,474620,1.26,5.96,21.38,0
107,1,4818,9.11,19231,5061,281488,0.89,0.56,1.4,0
710,4,439,25.04,12654,80,3347270,2.61,10.3,73.75,1
747,0,1099,108.19,27665,5900,6776016,4.73,25.23,67.44,1
925,0,44,187.56,29039,8443,8604154,3.9,28.17,80.44,3
168,1,867,15.65,21233,5004,248795,0.45,9.3,21.81,0
153,1,3692,14.53,22078,4000,465307,1.06,4.02,18.78,0
1257,3,61,208.65,55980,8443,45316770,7.31,44.37,186.08,3
1015,4,860,112.14,23529,80,4019144,1.69,10.22,76.1,1
76,1,2387,28.07,21612,5060,357215,1.49,2.13,11.76,0
851,0,853,54.29,50597,80,770712,4.05,22.88,70.26,1
398,1,1226,102.39,59826,80,8668293,1.67,24.71,73.91,1
811,0,474,170.6,50117,25,480290,7.22,45.83,107.7,2
1038,0,25,99.26,3029,21,46930321,4.81,69.78,475.22,3
241,4,334,150.28,7937,80,401993,6.4,40.06,68.48,2
785,1,445,41.0,44195,443,2875566,1.96,25.35,39.85,1
386,3,571,12.13,61462,443,4844942,3.62,10.59,40.34,1
566,3,388,117.37,54621,443,4758462,4.9,16.91,142.74,2
234,3,708,13.68,35538,443,684592,1.57,27.35,20.05,2
246,1,3417,19.28,32285,4000,27928,0.12,4.91,4.16,0
1368,3,752,120.58,21740,587,320239,4.44,49.86,28.82,2
494,3,609,134.73,37647,587,4679792,1.96,18.78,30.34,2
1070,3,181,281.66,10783,443,39274736,7.87,90.51,351.65,3
971,4,756,120.9,15644,53,1944241,1.28,30.19,61.4,2
861,0,272,119.78,13566,69,12635687,4.9,60.07,129.49,3
758,4,428,166.05,38604,25,4629460,4.27,12.6,123.72,2
1126,3,346,18.07,18847,25,4817832,2.7,13.01,27.7,2
239,1,2174,25.33,32602,4000,472328,0.25,6.79,10.43,0
199,1,3838,18.74,27518,5004,171824,0.82,2.87,4.95,0
1091,4,1829,103.37,33014,3389,1064921,4.76,22.16,61.25,1
565,0,681,76.78,46198,5900,7349833,2.2,13.77,17.56,1
811,3,495,59.79,20126,53,2674589,7.7,47.25,197.57,2
983,3,209,257.82,52237,22,45174069,15.0,91.08,172.0,3
784,5,473,104.54,18662,53,4748735,7.67,37.07,104.6,2
1130,0,269,289.17,27945,443,48723372,9.55,52.54,483.7,3
1366,0,354,69.91,6872,80,2882013,6.18,33.01,192.17,2
1226,4,459,43.65,28885,110,4457770,7.09,21.39,110.32,2
597,0,503,70.39,17244,80,7126499,1.65,18.23,77.23,1
1316,0,65,141.71,50369,22,45618819,9.11,84.67,192.32,3
782,0,1164,112.44,38382,443,7184754,1.95,5.34,65.8,1
821,0,1168,56.25,31631,443,2025421,4.26,29.4,52.5,1
1461,3,165,258.16,8807,69,45528177,8.62,70.32,486.81,3
975,3,140,185.54,60400,22,11819516,10.81,45.66,50.36,3
663,3,958,12.18,34757,5900,6744891,4.78,22.58,76.44,1
728,0,219,36.25,16457,110,3335556,4.23,30.91,131.89,2
214,1,2178,22.69,17443,5060,325767,1.2,6.98,26.53,0
903,3,291,110.56,37290,443,23595447,5.92,74.87,132.99,3
814,3,1791,78.03,64060,443,4679449,3.57,7.54,32.98,1
760,3,1743,58.65,14506,443,7707632,4.56,29.97,74.35,1
716,4,221,174.46,28416,587,3756741,7.94,42.84,132.7,2
271,1,612,0.69,32308,4000,93036,0.71,6.25,10.69,0
1092,3,83,182.87,16008,22,13586831,2.54,94.13,87.75,3
283,4,440,154.12,35389,443,4107827,1.93,28.35,28.22,2
153,1,1549,9.01,23628,5004,119920,0.17,0.66,4.06,0
1156,3,760,137.61,27164,53,4062356,6.88,31.73,185.3,2
670,3,1664,74.71,18617,8080,8001944,3.08,27.04,46.44,1
1293,0,135,278.53,18560,21,9923283,4.73,61.41,220.09,3
452,0,1773,79.87,50636,8080,1036521,2.71,22.94,46.16,1
151,0,1792,23.02,20597,5061,230304,1.93,6.32,27.99,0
373,1,1685,18.23,54719,5900,2934175,0.58,8.99,36.39,1
635,4,101,56.81,52942,587,2367121,4.28,30.03,72.38,2
85,1,1116,0.77,18195,4000,148627,0.87,2.47,19.02,0
879,3,440,176.61,27395,587,3888298,4.28,49.32,179.72,2
1108,5,545,100.16,1149,443,2617464,5.96,13.61,148.76,2
876,0,190,55.08,22865,443,245503,6.03,34.32,166.92,2
1008,1,613,92.26,56454,5900,7839916,2.89,27.34,27.97,1
1464,0,266,203.57,38499,8443,42783233,9.36,65.1,108.06,3
130,1,2784,3.95,32666,5061,223345,0.9,3.39,13.71,0
1249,0,87,93.07,26728,587,704664,2.91,29.12,167.89,2
796,0,1803,114.16,44702,80,2754388,1.91,11.02,72.16,1
408,3,254,31.38,61491,5900,2446748,2.95,25.83,47.63,1
913,0,208,149.31,56946,8443,26706963,6.43,24.88,134.77,3
139,0,1091,14.52,30811,5004,298632,1.12,0.2,10.47,0
444,4,742,107.77,14472,53,4071964,5.17,31.02,197.6,2
97,0,4243,15.43,20806,5060,291626,0.78,7.57,27.63,0
1070,0,665,147.34,17481,80,2676961,1.07,13.11,103.98,2
1153,3,131,32.65,27736,443,93625,7.25,15.53,82.76,2
779,0,1228,66.05,53904,443,3101798,4.28,9.59,73.12,1
906,5,617,129.65,60053,587,3597112,6.97,32.48,139.31,2
252,0,2694,23.53,32416,5060,211765,1.22,5.73,23.97,0
1293,0,737,73.23,57184,587,951419,6.27,19.08,147.77,2
692,4,1617,65.35,21543,80,5391427,1.28,5.56,35.0,1
1184,3,64,267.3,53598,8443,2338849,9.51,22.17,430.33,3
215,1,4760,21.95,18951,5004,81388,0.95,5.48,7.6,0
731,3,588,1.84,19473,53,3281274,3.03,25.53,135.58,2
845,1,1901,117.88,59171,3389,3130490,3.89,15.22,67.85,1
386,3,1892,113.62,20501,443,1107567,4.14,17.28,31.48,1
1318,0,220,294.52,30667,69,39582558,14.21,22.34,97.69,3
1017,3,999,29.52,63071,443,5234871,2.42,5.4,11.97,1
528,3,534,110.02,13488,80,2905836,3.92,9.82,22.41,1
190,1,3953,14.84,17869,5004,137421,1.29,4.4,6.82,0
411,3,1481,48.21,65462,8080,2305349,1.41,26.6,32.49,1
892,5,611,2.73,64179,53,4776488,7.31,21.36,55.41,2
915,4,799,56.27,57065,587,1202535,4.72,31.69,110.01,2
1278,3,297,58.17,34374,8443,35845655,12.66,96.49,189.32,3
1203,0,322,88.91,42858,443,1995767,1.78,45.19,106.64,2
1265,3,731,172.92,45145,587,4825348,2.24,29.11,104.16,2
139,1,4631,29.74,23573,5061,437862,1.4,9.01,23.97,0
183,1,4960,2.41,23327,5004,481338,0.21,9.63,26.82,0
133,1,2294,17.77,23482,5004,466298,1.42,8.11,11.11,0
65,1,1211,16.84,19032,5061,215709,1.52,8.12,26.71,0
98,1,4573,26.05,24709,4000,488247,0.42,8.21,10.35,0
120,1,2217,29.89,25643,4000,310066,0.9,2.45,2.44,0
935,0,1214,57.59,58886,443,2863380,2.6,22.15,33.04,1
1014,3,80,270.9,60368,69,41413908,6.65,90.74,282.99,3
540,1,1516,34.62,2613,443,6213718,2.81,8.93,14.71,1
1080,3,1490,118.78,42546,80,468549,3.16,20.73,34.01,1
1137,4,458,132.07,62390,587,2004450,5.59,49.82,50.99,2
289,1,3469,18.02,30671,5004,242071,0.23,4.96,5.92,0
1174,0,1001,7.19,18111,5900,3188689,0.99,8.16,42.43,1
794,3,397,106.47,51054,110,1564684,7.03,11.13,70.99,2
1144,0,1425,65.17,40357,80,7229016,3.1,11.43,34.74,1
413,3,1498,118.21,41541,3389,4776808,2.55,10.14,24.57,1
159,1,1821,5.93,24685,5060,303259,0.76,9.81,14.52,0
1002,5,106,136.19,15635,443,1076003,7.1,39.13,102.84,2
919,3,19,239.26,33092,443,43159964,10.61,89.53,258.66,3
1481,3,196,221.02,27310,8443,24315765,9.01,65.08,211.79,3
274,1,3217,5.8,20908,5060,91397,1.67,5.92,9.53,0
688,1,1973,66.44,35286,3389,8691926,2.09,29.51,30.92,1
780,4,462,41.67,6835,3389,5040172,3.79,10.32,15.51,1
168,1,1814,5.01,30724,4000,156002,1.27,9.09,10.17,0
864,3,311,131.42,47655,25,422658,7.7,13.53,98.11,2
693,4,1200,55.6,9743,3389,2185547,1.96,27.93,55.72,1
223,1,4832,1.78,20284,5061,409916,0.47,0.59,8.79,0
1274,0,13,36.64,20676,22,1926325,11.19,62.99,399.54,3
462,3,565,18.62,20464,25,1506549,5.08,40.78,62.23,2
708,4,1670,103.56,54342,3389,1724272,3.09,6.21,38.37,1
1041,3,702,19.55,34962,25,3693727,2.45,41.13,105.33,2
194,1,1269,21.69,32157,5061,200041,0.36,1.92,9.82,0
899,0,48,278.5,20645,69,11615626,12.46,60.15,64.74,3
811,5,304,54.32,44171,443,17719,7.67,12.63,183.35,2
503,4,371,97.29,65185,8080,7356671,4.62,17.38,19.44,1
1473,3,292,189.06,55498,8443,31101706,2.64,59.47,121.23,3
869,3,1701,55.23,31353,5900,8951932,2.21,21.34,39.34,1
991,0,198,225.35,37073,21,7985707,6.2,29.81,491.18,3
906,0,814,84.04,18433,8080,1985228,2.79,22.71,70.1,1
278,1,4744,3.73,28861,5061,403290,0.36,6.95,18.92,0
70,1,1720,16.67,28382,4000,178129,1.94,1.68,11.27,0
916,4,785,18.33,1913,80,3826414,0.88,18.18,32.88,1
878,3,229,276.42,53038,69,33711044,14.08,24.23,387.74,3
594,1,422,87.1,8723,5900,6112589,0.78,27.64,48.14,1
855,3,568,7.28,26049,110,4032619,6.44,23.22,187.62,2
1143,0,225,21.68,24899,110,3571784,6.09,23.72,185.46,2
801,0,269,166.19,7997,8443,14126768,11.59,82.58,469.11,3
1146,3,55,99.14,33003,21,40243035,8.31,91.6,67.4,3
1256,3,150,34.57,14916,443,10812822,3.29,57.12,58.48,3
